,text,first_cates,sec_cates,cates
3640,"Указанные в части 4 настоящей статьи телепередачи могут прерываться спонсорской рекламой непосредственно в начале и непосредственно перед окончанием таких телепередач при условии, что общая продолжительность такой рекламы не превышает тридцать секунд.",ALLOW,FAIR,"ALLOW,FAIR"
3641,"Пропаганда либо незаконная реклама наркотических средств, психотропных веществ или их прекурсоров, растений, содержащих наркотические средства или психотропные вещества либо их прекурсоры, и их частей, содержащих наркотические средства или психотропные вещества либо их прекурсоры, а также новых потенциально опасных психоактивных веществ - (в ред. Федеральных законов от 19.05.2010 N 87-ФЗ, от 03.02.2015 N 7-ФЗ) влечет наложение административного штрафа на граждан в размере от четырех тысяч до пяти тысяч рублей с конфискацией рекламной продукции и оборудования, использованного для ее изготовления; на должностных лиц - от сорока тысяч до пятидесяти тысяч рублей; на лиц, осуществляющих предпринимательскую деятельность без образования юридического лица, - от сорока тысяч до пятидесяти тысяч рублей с конфискацией рекламной продукции и оборудования, использованного для ее изготовления либо административное приостановление деятельности на срок до девяноста суток с конфискацией рекламной продукции и оборудования, использованного для ее изготовления; на юридических лиц - от восьмисот тысяч до одного миллиона рублей с конфискацией рекламной продукции и оборудования, использованного для ее изготовления либо административное приостановление деятельности на срок до девяноста суток с конфискацией рекламной продукции и оборудования, использованного для ее изготовления.",BAN,PUR,"BAN,PUR"
3642,"Технологические нормативы устанавливаются на основе технологических показателей, не превышающих технологических показателей наилучших доступных технологий, комплексным экологическим разрешением, выдаваемым в соответствии со статьей 31.1 настоящего Федерального закона.",DEC,NON,"DEC,NON"
3643,"Уполномоченный орган по защите прав субъектов персональных данных обязан: 2) рассматривать жалобы и обращения граждан или юридических лиц по вопросам, связанным с обработкой персональных данных, а также принимать в пределах своих полномочий решения по результатам рассмотрения указанных жалоб и обращений;",DUTY,NON,"DUTY,NON"
3644,"Юридическое лицо считается неспособным удовлетворить требования кредиторов по денежным обязательствам, о выплате выходных пособий и (или) об оплате труда лиц, работающих или работавших по трудовому договору, и (или) исполнить обязанность по уплате обязательных платежей, если соответствующие обязательства и (или) обязанность не исполнены им в течение трех месяцев с даты, когда они должны были быть исполнены.",DEC,NON,"DEC,NON"
3645,"Содержание образования должно содействовать взаимопониманию и сотрудничеству между людьми, народами независимо от расовой, национальной, этнической, религиозной и социальной принадлежности, учитывать разнообразие мировоззренческих подходов, способствовать реализации права обучающихся на свободный выбор мнений и убеждений, обеспечивать развитие способностей каждого человека, формирование и развитие его личности в соответствии с принятыми в семье и обществе духовно-нравственными и социокультурными ценностями.",DEC,FAIR,"DEC,FAIR"
3646,"Указанный срок может быть продлен, но не более чем на пять рабочих дней в случае направления оператором в адрес субъекта персональных данных мотивированного уведомления с указанием причин продления срока предоставления запрашиваемой информации.",ALLOW,NON,"ALLOW,NON"
3647,"Если иск к организации вытекает из деятельности ее филиала или представительства, он может быть предъявлен в суд по месту нахождения ее филиала или представительства.",OTHER,NON,"OTHER,NON"
3648,Сумма взысканной потребителем неустойки (пени) не может превышать сумму предварительной оплаты товара.,BAN,NON,"BAN,NON"
3649,"4. Совместные завещания супругов, наследственные договоры, а также завещания, содержащие решение об учреждении наследственного фонда, не могут быть совершены в чрезвычайных обстоятельствах. Несоблюдение этого требования влечет ничтожность указанных завещаний и договоров.",BAN,NON,"BAN,NON"
3650,"Загрязняющие вещества, в отношении которых применяются меры государственного регулирования в области охраны окружающей среды, определяются: с учетом данных государственного экологического мониторинга и социально-гигиенического мониторинга",DEC,NON,"DEC,NON"
3651,"Право субъекта персональных данных на доступ к его персональным данным может быть ограничено в соответствии с федеральными законами, в том числе если: 3) обработка персональных данных осуществляется в соответствии с законодательством о противодействии легализации (отмыванию) доходов, полученных преступным путем, и финансированию терроризма;",ALLOW,AUTH,"ALLOW,AUTH"
3652,Места в общеобразовательных и дошкольных образовательных организациях по месту жительства и в летних оздоровительных лагерях независимо от формы собственности предоставляются в первоочередном порядке:,DEC,CARE,"DEC,CARE"
3653,Родители (законные представители) несовершеннолетних обучающихся имеют право: 5) защищать права и законные интересы обучающихся;,ALLOW,NON,"ALLOW,NON"
3654,"Федеральный орган исполнительной власти в сфере внутренних дел и его территориальные органы осуществляют следующие полномочия: к) рассматривают заявления о выдаче уведомления о возможности приема в гражданство Российской Федерации, поданные иностранными гражданами;",DEC,NON,"DEC,NON"
3655,"статью 1 и часть 9 статьи 154 Федерального закона от 22 августа 2004 года N 122-ФЗ ""О внесении изменений в законодательные акты Российской Федерации и признании утратившими силу некоторых законодательных актов Российской Федерации в связи с принятием Федеральных законов ""О внесении изменений и дополнений в Федеральный закон ""Об общих принципах организации законодательных (представительных) и исполнительных органов государственной власти субъектов Российской Федерации"" и ""Об общих принципах организации местного самоуправления в Российской Федерации"" (Собрание законодательства Российской Федерации, 2004, N 35, ст. 3607);",OTHER,NON,"OTHER,NON"
3656,"В случае, если руководитель или член руководящего органа общественного или религиозного объединения либо иной организации делает публичное заявление, призывающее к осуществлению экстремистской деятельности, без указания на то, что это его личное мнение, а равно в случае вступления в законную силу в отношении такого лица приговора суда за преступление экстремистской направленности соответствующие общественное или религиозное объединение либо иная организация обязаны в течение пяти дней со дня, когда указанное заявление было сделано, публично заявить о своем несогласии с высказываниями или действиями такого лица. Если соответствующие общественное или религиозное объединение либо иная организация такого публичного заявления не сделает, это может рассматриваться как факт, свидетельствующий о наличии в их деятельности признаков экстремизма.",DUTY,PUR,"DUTY,PUR"
3657,"Решение о прекращении полномочий оператора социальной рекламы не позднее семи дней со дня его принятия направляется оператору социальной рекламы и размещается на сайте федерального органа исполнительной власти, осуществляющего функции по выработке и реализации государственной политики и нормативно-правовому регулированию в сфере информационных технологий, в информационно-телекоммуникационной сети ""Интернет"".",DUTY,CARE,"DUTY,CARE"
3658,Нормы иных видов материально-технического обеспечения полиции устанавливаются федеральным органом исполнительной власти в сфере внутренних дел,DEC,NON,"DEC,NON"
3659,Законным режимом имущества супругов является режим их совместной собственности.,DEC,NON,"DEC,NON"
3660,"В соответствии с этим жилищные права и обязанности возникают: 2) из актов государственных органов и актов органов местного самоуправления, которые предусмотрены жилищным законодательством в качестве основания возникновения жилищных прав и обязанностей;",DEC,NON,"DEC,NON"
3661,"Для заключения одним из супругов сделки по распоряжению имуществом, права на которое подлежат государственной регистрации, сделки, для которой законом установлена обязательная нотариальная форма, или сделки, подлежащей обязательной государственной регистрации, необходимо получить нотариально удостоверенное согласие другого супруга.",DEC,FAIR,"DEC,FAIR"
3662,"Целью государственной аккредитации является подтверждение аккредитационным органом соответствия качества образования в организации, осуществляющей образовательную деятельность по заявленным для государственной аккредитации образовательным программам, установленным аккредитационным показателям.",GOAL,NON,"GOAL,NON"
3663,"3) принимает участие в охране общественного порядка, обеспечении экологической и пожарной безопасности, защите Государственной границы Российской Федерации, борьбе с терроризмом;",DUTY,CARE,"DUTY,CARE"
3664,1. Отказ в согласовании переустройства и (или) перепланировки помещения в многоквартирном доме допускается в случае: 3) несоответствия проекта переустройства и (или) перепланировки помещения в многоквартирном доме требованиям законодательства.,ALLOW,NON,"ALLOW,NON"
3665,"Возврат товара надлежащего качества возможен в случае, если сохранены его товарный вид, потребительские свойства, а также документ, подтверждающий факт и условия покупки указанного товара.",ALLOW,FAIR,"ALLOW,FAIR"
3666,"Оператор обязан предоставлять лицу, ответственному за организацию обработки персональных данных, сведения, указанные в части 3 статьи 22 настоящего Федерального закона.",DUTY,NON,"DUTY,NON"
3667,"Высший исполнительный орган государственной власти соответствующего субъекта Российской Федерации осуществляет мероприятия по реализации, обеспечению и защите прав потребителей и в пределах своих полномочий принимает определенные меры.",DEC,AUTH,"DEC,AUTH"
3668,"В целях реализации права каждого человека на образование федеральными государственными органами, органами государственной власти субъектов Российской Федерации и органами местного самоуправления: осуществляется полностью или частично финансовое обеспечение содержания лиц, нуждающихся в социальной поддержке в соответствии с законодательством Российской Федерации, в период получения ими образования.",DEC,CARE,"DEC,CARE"
3669,"6. Предусмотренные наследственным договором права и обязанности возникают после открытия наследства, за исключением обязанностей, которые в силу наследственного договора могут возникнуть до открытия наследства и возложены на ту сторону договора, которая может призываться к наследованию за наследодателем (статья 1116). К наследодателю, заключившему наследственный договор, применяются правила настоящего Кодекса о завещателе, если иное не вытекает из существа наследственного договора.",UNCHECKED,NON,"UNCHECKED,NON"
3670,"В решении об утверждении схемы расположения земельного участка в отношении каждого из земельных участков, подлежащих образованию в соответствии со схемой расположения земельного участка, указываются: 1) площадь земельного участка, образуемого в соответствии со схемой расположения земельного участка;",DUTY,NON,"DUTY,NON"
3671,"Владельцы приютов для животных и уполномоченные ими лица должны соблюдать общие требования к содержанию животных, а также следующие дополнительные требования: 5) возвращать владельцам животных, имеющих на ошейниках или иных предметах сведения о владельцах;",DUTY,CARE,"DUTY,CARE"
3672,"осуществляет анализ деятельности своих членов на основании информации, представляемой ими в саморегулируемую организацию в форме отчетов в порядке, установленном уставом некоммерческой организации или иным документом, утвержденными решением общего собрания членов саморегулируемой организации;",DUTY,LOYAL,"DUTY,LOYAL"
3673,"Взыскание обращается на общее имущество супругов по общим обязательствам супругов, а также по обязательствам одного из супругов, если судом установлено, что все, полученное по обязательствам одним из супругов, было использовано на нужды семьи.",DEC,FAIR,"DEC,FAIR"
3674,"Полиция в своей деятельности использует достижения науки и техники, информационные системы, сети связи, а также современную информационно-телекоммуникационную инфраструктуру.",DEC,NON,"DEC,NON"
3675,"К полномочиям федеральных органов государственной власти в сфере образования относятся: 14) осуществление иных полномочий в сфере образования, установленных в соответствии с настоящим Федеральным законом.",OTHER,NON,"OTHER,NON"
3676,"Не допускаются пожертвования политической партии и ее региональным отделениям от: л) благотворительных организаций и религиозных объединений, а также от учрежденных ими организаций;",BAN,PUR,"BAN,PUR"
3677,"Судебное заседание арбитражного суда по заявлению об оспаривании сделки должника проводится судьей арбитражного суда в порядке, установленном Арбитражным процессуальным кодексом Российской Федерации, с особенностями, предусмотренными настоящим Федеральным законом.",DEC,NON,"DEC,NON"
3678,"Заявление о признании решения собрания кредиторов недействительным может быть подано лицом, уведомленным надлежащим образом о проведении собрания кредиторов, принявшего такое решение, в течение двадцати дней с даты принятия такого решения.",ALLOW,FAIR,"ALLOW,FAIR"
3679,"Вмешательство органов государственной власти и органов местного самоуправления в деятельность граждан, ведущих личное подсобное хозяйство, не допускается, за исключением случаев, предусмотренных законодательством Российской Федерации.",BAN,NON,"BAN,NON"
3680,"На оплату предоставления гражданину набора социальных услуг направляется 705 рублей в месяц, в том числе:",DEC,NON,"DEC,NON"
3681,"На продукты питания, парфюмерно-косметические товары, медикаменты, товары бытовой химии и иные подобные товары (работы) изготовитель (исполнитель) обязан устанавливать срок годности - период, по истечении которого товар (работа) считается непригодным для использования по назначению.",DUTY,FAIR,"DUTY,FAIR"
3682,"Согласие в письменной форме субъекта персональных данных на обработку его персональных данных должно включать в себя, в частности: 7) перечень действий с персональными данными, на совершение которых дается согласие, общее описание используемых оператором способов обработки персональных данных;",DUTY,NON,"DUTY,NON"
3683,"1. Отказ в переводе жилого помещения в нежилое помещение или нежилого помещения в жилое помещение допускается в случае: 1.1) поступления в орган, осуществляющий перевод помещений, ответа органа государственной власти, органа местного самоуправления либо подведомственной органу государственной власти или органу местного самоуправления организации на межведомственный запрос, свидетельствующего об отсутствии документа и (или) информации, необходимых для перевода жилого помещения в нежилое помещение или нежилого помещения в жилое помещение в соответствии с частью 2 статьи 23 настоящего Кодекса, если соответствующий документ не представлен заявителем по собственной инициативе. Отказ в переводе помещения по указанному основанию допускается в случае, если орган, осуществляющий перевод помещений, после получения указанного ответа уведомил заявителя о получении такого ответа, предложил заявителю представить документ и (или) информацию, необходимые для перевода жилого помещения в нежилое помещение или нежилого помещения в жилое помещение в соответствии с частью 2 статьи 23 настоящего Кодекса, и не получил от заявителя такие документ и (или) информацию в течение пятнадцати рабочих дней со дня направления уведомления;",ALLOW,NON,"ALLOW,NON"
3684,"При вынесении решения о признании брака недействительным суд вправе признать за супругом, права которого нарушены заключением такого брака (добросовестным супругом), право на получение от другого супруга содержания в соответствии со статьями 90 и 91 настоящего Кодекса, а в отношении раздела имущества, приобретенного совместно до момента признания брака недействительным, вправе применить положения, установленные статьями 34, 38 и 39 настоящего Кодекса, а также признать действительным брачный договор полностью или частично.",DEC,CARE,"DEC,CARE"
3685,"Сотрудники органов внутренних дел, не являющиеся сотрудниками полиции, а также стажеры могут привлекаться к выполнению обязанностей, возложенных на полицию, в порядке, определяемом федеральным органом исполнительной власти в сфере внутренних дел.",ALLOW,NON,"ALLOW,NON"
3686,Оборот земельных участков осуществляется в соответствии с гражданским законодательством и настоящим Кодексом.,OTHER,NON,"OTHER,NON"
3687,"Федеральный орган исполнительной власти, ведающий вопросами иностранных дел, и дипломатические представительства и консульские учреждения Российской Федерации, находящиеся за пределами Российской Федерации: г) направляют Президенту Российской Федерации в случаях, предусмотренных частью первой статьи 29 настоящего Федерального закона, заявления по вопросам гражданства Российской Федерации, представленные для их обоснования документы и иные материалы, а также заключения на данные заявления, документы и материалы",DUTY,NON,"DUTY,NON"
3688,Федеральный государственный контроль (надзор) осуществляется путем проведения плановых и внеплановых проверок.,DEC,NON,"DEC,NON"
3689,"объективность, беспристрастность при оказании бесплатной юридической помощи и ее своевременность;",DEC,CARE,"DEC,CARE"
3690,"В настоящем Федеральном законе используются следующие основные понятия: природный комплекс - комплекс функционально и естественно связанных между собой природных объектов, объединенных географическими и иными соответствующими признаками;",DEF,NON,"DEF,NON"
3691,"здоровое питание - питание, ежедневный рацион которого основывается на принципах, установленных настоящим Федеральным законом, отвечает требованиям безопасности и создает условия для физического и интеллектуального развития, жизнедеятельности человека и будущих поколений",DEF,CARE,"DEF,CARE"
3692,"Административной ответственности подлежит лицо, достигшее к моменту совершения административного правонарушения возраста шестнадцати лет.",OTHER,NON,"OTHER,NON"
3693,"Органы государственной власти и органы местного самоуправления могут осуществлять поддержку некоммерческих организаций, являющихся участниками негосударственной системы бесплатной юридической помощи, в формах и в порядке, которые установлены Федеральным законом от 12 января 1996 года N 7-ФЗ ""О некоммерческих организациях"" и другими федеральными законами.",ALLOW,LOYAL,"ALLOW,LOYAL"
3694,"3.1. По письменным заявлениям указанных в подпункте 2 пункта 3 настоящей статьи граждан, нуждающихся в улучшении жилищных условий, обеспечение жильем может осуществляться путем предоставления им единовременной денежной выплаты на строительство или приобретение жилого помещения, размер которой определяется исходя из общей площади жилья 36 квадратных метров и средней рыночной стоимости 1 квадратного метра общей площади жилья по субъекту Российской Федерации, устанавливаемой федеральным органом исполнительной власти, уполномоченным Правительством Российской Федерации.",ALLOW,CARE,"ALLOW,CARE"
3695,"1. Система образования включает в себя: 3) федеральные государственные органы и органы государственной власти субъектов Российской Федерации, осуществляющие государственное управление в сфере образования, и органы местного самоуправления, осуществляющие управление в сфере образования, созданные ими консультативные, совещательные и иные органы;",DEF,NON,"DEF,NON"
3696,обеспечивать работникам равную оплату за труд равной ценности;,DUTY,FAIR,"DUTY,FAIR"
3697,"Постановление Президиума Верховного Совета Российской Федерации от 3 ноября 1992 года N 3789-1 ""Об Управлении охраны объектов высших органов государственной власти и управления РСФСР"";",OTHER,NON,"OTHER,NON"
3698,"При назначении административного наказания в соответствии с частью 2.2 настоящей статьи размер административного штрафа не может составлять менее половины минимального размера административного штрафа, предусмотренного для граждан или должностных лиц соответствующей статьей или частью статьи раздела II настоящего Кодекса либо соответствующей статьей или частью статьи закона субъекта Российской Федерации об административных правонарушениях.",BAN,NON,"BAN,NON"
3699,"Если потребитель не дал согласие на превышение приблизительной сметы, он вправе отказаться от исполнения договора",ALLOW,FAIR,"ALLOW,FAIR"
3700,Комплексное экологическое разрешение выдается уполномоченным Правительством Российской Федерации федеральным органом исполнительной власти после рассмотрения заявки на получение комплексного экологического разрешения.,DEC,NON,"DEC,NON"
3701,"В случае представления заявления о переводе помещения через многофункциональный центр документ, подтверждающий принятие решения, направляется в многофункциональный центр, если иной способ его получения не указан заявителем.",DUTY,NON,"DUTY,NON"
3702,"Организации несут ответственность за достоверность сведений, содержащихся в выданных ими документах, в соответствии с законодательством.",DEC,AUTH,"DEC,AUTH"
3703,"Педагогические работники пользуются следующими академическими правами и свободами: 7) право на бесплатное пользование библиотеками и информационными ресурсами, а также доступ в порядке, установленном локальными нормативными актами организации, осуществляющей образовательную деятельность, к информационно-телекоммуникационным сетям и базам данных, учебным и методическим материалам, музейным фондам, материально-техническим средствам обеспечения образовательной деятельности, необходимым для качественного осуществления педагогической, научной или исследовательской деятельности в организациях, осуществляющих образовательную деятельность;",ALLOW,NON,"ALLOW,NON"
3704,"Об устранении допущенных нарушений или об уничтожении персональных данных оператор обязан уведомить субъекта персональных данных или его представителя, а в случае, если обращение субъекта персональных данных или его представителя либо запрос уполномоченного органа по защите прав субъектов персональных данных были направлены уполномоченным органом по защите прав субъектов персональных данных, также указанный орган.",DUTY,NON,"DUTY,NON"
3705,"Подготовка схемы расположения земельного участка, на котором расположены многоквартирный дом и иные входящие в состав такого дома объекты недвижимого имущества, обеспечивается органом государственной власти или органом местного самоуправления, указанными в статье 39.2 настоящего Кодекса, или собственником (собственниками) помещений в многоквартирном доме.",DUTY,NON,"DUTY,NON"
3706,"Обучающимся предоставляются академические права на: 26) поощрение за успехи в учебной, физкультурной, спортивной, общественной, научной, научно-технической, творческой, экспериментальной и инновационной деятельности;",ALLOW,NON,"ALLOW,NON"
3707,"Если день доставки, установки, подключения, сборки товара, устранения зависящих от продавца обстоятельств, вследствие которых потребитель не может использовать товар по назначению, определить невозможно, эти сроки исчисляются со дня заключения договора купли-продажи.",OTHER,NON,"OTHER,NON"
3708,"Подготовка схемы расположения земельного участка в целях его образования для последующего изъятия для государственных или муниципальных нужд может быть обеспечена лицом, в пользу которого изымается земельный участок.",ALLOW,NON,"ALLOW,NON"
3709,"В течение срока, установленного определением арбитражного суда об удовлетворении заявления о намерении, заявитель перечисляет денежные средства в размере и в порядке, которые указаны в данном определении.",DEC,NON,"DEC,NON"
3710,"Права граждан в семье могут быть ограничены только на основании федерального закона и только в той мере, в какой это необходимо в целях защиты нравственности, здоровья, прав и законных интересов других членов семьи и иных граждан.",DEC,CARE,"DEC,CARE"
3711,Положения правил распространения рекламы в рамках конкретной рекламной системы или конкретного информационного ресурса не должны противоречить положениям настоящего Федерального закона.,BAN,AUTH,"BAN,AUTH"
3712,"Информация о состоянии окружающей среды (экологическая информация) предоставляется федеральными органами государственной власти, органами государственной власти субъектов Российской Федерации, органами местного самоуправления гражданам, юридическим лицам, индивидуальным предпринимателям, общественным объединениям и некоммерческим организациям на безвозмездной основе, если иное не установлено Федеральным законом от 9 февраля 2009 года N 8-ФЗ ""Об обеспечении доступа к информации о деятельности государственных органов и органов местного самоуправления"", законодательством Российской Федерации в области гидрометеорологии и смежных с ней областях.",DEC,FAIR,"DEC,FAIR"
3713,"Исключительно в соответствии с утвержденным проектом межевания территории осуществляется образование земельных участков: 4) в границах элемента планировочной структуры, застроенного многоквартирными домами, за исключением образования земельного участка для целей, предусмотренных статьей 13 Федерального закона от 30 декабря 2004 года N 214-ФЗ ""Об участии в долевом строительстве многоквартирных домов и иных объектов недвижимости и о внесении изменений в некоторые законодательные акты Российской Федерации"", образования земельного участка для размещения объектов федерального значения, объектов регионального значения, объектов местного значения, не являющихся линейными объектами, образования земельного участка, на котором расположены многоквартирный дом и иные входящие в состав такого дома объекты недвижимого имущества, а также образования земельного участка в целях его предоставления собственникам расположенных на нем зданий, сооружений;",DUTY,NON,"DUTY,NON"
